,0,1,2,3,4,5,6,7,8,9,10,11,12,13
69,95,1,18,1.1784,2022_11_10_18_44_40_657315_RIM.jpg,Data Loss,95,,"[50.0, -2.0, 1379.0, 9.0]",Rectangle,"('0', '0')",2022-12-22 15:01:39,"{'Object Chainage': '1.1784', 'Object Geo_Location': '0 , 0', 'Area': '0.47', 'Area_Percentage': '5.85', 'Condition': 'data loss', 'Remarks': ''}",71
70,96,1,19,0.0106,2022_11_10_18_46_08_929357_RIM.jpg,Pothole,96,,"[931.0, -2.0, 386.0, 135.0]",Rectangle,"('0', '0')",2022-12-22 15:04:56,"{'Object Chainage': '0.0106', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Small (25mm deep & 200mm wide)', 'Width': '0.797', 'Area': '1.96', 'Area_Percentage': '24.57', 'Count': '', 'Remarks': ''}",44
71,99,1,19,0.0258,2022_11_10_18_46_16_073242_RIM.jpg,Alligator Cracking,99,,"[-2.0, 16.0, 607.0, 64.0]",Rectangle,"('0', '0')",2022-12-22 15:06:40,"{'Object Chainage': '0.0258', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.378', 'Area': '1.46', 'Area_Percentage': '18.32', 'Remarks': ''}",39
72,100,1,19,0.0378,2022_11_10_18_46_19_219823_RIM.jpg,Alligator Cracking,100,,"[481.0, -1.0, 312.0, 83.0]",Rectangle,"('0', '0')",2022-12-22 15:07:21,"{'Object Chainage': '0.0378', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.49', 'Area': '0.98', 'Area_Percentage': '12.21', 'Remarks': ''}",39
73,101,1,19,0.0489,2022_11_10_18_46_22_286617_RIM.jpg,Alligator Cracking,101,,"[678.0, 0.0, 297.0, 87.0]",Rectangle,"('0', '0')",2022-12-22 15:07:32,"{'Object Chainage': '0.0489', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.513', 'Area': '0.97', 'Area_Percentage': '12.19', 'Remarks': ''}",39
74,102,1,19,0.0556,2022_11_10_18_46_25_166911_RIM.jpg,Alligator Cracking,102,,"[4.0, 4.0, 518.0, 80.0]",Rectangle,"('0', '0')",2022-12-22 15:07:46,"{'Object Chainage': '0.0556', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.472', 'Area': '1.56', 'Area_Percentage': '19.54', 'Remarks': ''}",39
75,103,1,19,0.1458,2022_11_10_18_46_43_637490_RIM.jpg,Alligator Cracking,103,,"[141.0, 11.0, 323.0, 101.0]",Rectangle,"('0', '0')",2022-12-22 15:08:13,"{'Object Chainage': '0.1458', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.596', 'Area': '1.23', 'Area_Percentage': '15.38', 'Remarks': ''}",39
76,104,1,19,0.1512,2022_11_10_18_46_43_637490_RIM.jpg,Alligator Cracking,104,,"[965.0, 6.0, 508.0, 99.0]",Rectangle,"('0', '0')",2022-12-22 15:08:23,"{'Object Chainage': '0.1512', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.584', 'Area': '1.89', 'Area_Percentage': '23.72', 'Remarks': ''}",39
77,105,1,19,0.1564,2022_11_10_18_46_45_471583_RIM.jpg,Alligator Cracking,105,,"[3.0, 19.0, 804.0, 85.0]",Rectangle,"('0', '0')",2022-12-22 15:09:14,"{'Object Chainage': '0.1564', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.502', 'Area': '2.57', 'Area_Percentage': '32.23', 'Remarks': ''}",39
78,106,1,19,0.1597,2022_11_10_18_46_45_471583_RIM.jpg,Alligator Cracking,106,,"[888.0, 18.0, 137.0, 60.0]",Rectangle,"('0', '0')",2022-12-22 15:09:30,"{'Object Chainage': '0.1597', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.354', 'Area': '0.31', 'Area_Percentage': '3.88', 'Remarks': ''}",39
79,107,1,19,0.1721,2022_11_10_18_46_47_308667_RIM.jpg,Alligator Cracking,107,,"[1281.0, 13.0, 192.0, 118.0]",Rectangle,"('0', '0')",2022-12-22 15:10:10,"{'Object Chainage': '0.1721', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.696', 'Area': '0.85', 'Area_Percentage': '10.68', 'Remarks': ''}",39
80,108,1,19,0.3179,2022_11_10_18_47_14_664473_RIM.jpg,Alligator Cracking,108,,"[398.0, 14.0, 529.0, 74.0]",Rectangle,"('0', '0')",2022-12-22 15:11:19,"{'Object Chainage': '0.3179', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.437', 'Area': '1.47', 'Area_Percentage': '18.46', 'Remarks': ''}",39
81,109,1,19,0.3343,2022_11_10_18_47_18_479266_RIM.jpg,Alligator Cracking,109,,"[4.0, 19.0, 101.0, 114.0]",Rectangle,"('0', '0')",2022-12-22 15:11:33,"{'Object Chainage': '0.3343', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.645', 'Area': '0.43', 'Area_Percentage': '5.43', 'Remarks': ''}",39
82,110,1,19,0.3418,2022_11_10_18_47_18_479266_RIM.jpg,Alligator Cracking,110,,"[1224.0, 25.0, 186.0, 92.0]",Rectangle,"('0', '0')",2022-12-22 15:11:45,"{'Object Chainage': '0.3418', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.543', 'Area': '0.64', 'Area_Percentage': '8.07', 'Remarks': ''}",39
83,112,1,19,0.3816,2022_11_10_18_47_26_082921_RIM.jpg,Alligator Cracking,112,,"[1084.0, 18.0, 387.0, 115.0]",Rectangle,"('0', '0')",2022-12-22 15:12:14,"{'Object Chainage': '0.3816', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.679', 'Area': '1.68', 'Area_Percentage': '20.99', 'Remarks': ''}",39
84,113,1,19,0.5811,2022_11_10_18_48_04_505117_RIM.jpg,Longitudinal Cracks,113,,"[1038.0, 22.0, 321.0, 40.0]",Rectangle,"('0', '0')",2022-12-22 15:12:55,"{'Object Chainage': '0.5811', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Length': '2.049', 'Width': '0.236', 'Area': '0.48', 'Area_Percentage': '6.06', 'Remarks': ''}",41
85,114,1,19,0.5989,2022_11_10_18_48_08_498432_RIM.jpg,Alligator Cracking,114,,"[702.0, 4.0, 246.0, 124.0]",Rectangle,"('0', '0')",2022-12-22 15:13:12,"{'Object Chainage': '0.5989', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.732', 'Area': '1.15', 'Area_Percentage': '14.39', 'Remarks': ''}",39
86,115,1,19,0.5973,2022_11_10_18_48_08_498432_RIM.jpg,Alligator Cracking,115,,"[503.0, 7.0, 93.0, 82.0]",Rectangle,"('0', '0')",2022-12-22 15:13:20,"{'Object Chainage': '0.5973', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.484', 'Area': '0.29', 'Area_Percentage': '3.6', 'Remarks': ''}",39
87,116,1,19,0.6112,2022_11_10_18_48_10_478135_RIM.jpg,Alligator Cracking,116,,"[960.0, 1.0, 513.0, 132.0]",Rectangle,"('0', '0')",2022-12-22 15:13:31,"{'Object Chainage': '0.6112', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.779', 'Area': '2.55', 'Area_Percentage': '31.93', 'Remarks': ''}",39
88,117,1,19,0.6068,2022_11_10_18_48_10_478135_RIM.jpg,Alligator Cracking,117,,"[127.0, -2.0, 692.0, 90.0]",Rectangle,"('0', '0')",2022-12-22 15:13:49,"{'Object Chainage': '0.6068', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.531', 'Area': '2.35', 'Area_Percentage': '29.37', 'Remarks': ''}",39
89,118,1,19,0.6618,2022_11_10_18_48_20_023595_RIM.jpg,Alligator Cracking,118,,"[1166.0, 4.0, 306.0, 71.0]",Rectangle,"('0', '0')",2022-12-22 15:14:16,"{'Object Chainage': '0.6618', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.419', 'Area': '0.82', 'Area_Percentage': '10.25', 'Remarks': ''}",39
90,119,1,19,0.6656,2022_11_10_18_48_21_865666_RIM.jpg,Alligator Cracking,119,,"[10.0, 3.0, 512.0, 101.0]",Rectangle,"('0', '0')",2022-12-22 15:14:43,"{'Object Chainage': '0.6656', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.596', 'Area': '1.95', 'Area_Percentage': '24.39', 'Remarks': ''}",39
91,120,1,19,0.6695,2022_11_10_18_48_21_865666_RIM.jpg,Alligator Cracking,120,,"[854.0, 4.0, 158.0, 80.0]",Rectangle,"('0', '0')",2022-12-22 15:15:03,"{'Object Chainage': '0.6695', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.472', 'Area': '0.48', 'Area_Percentage': '5.96', 'Remarks': ''}",39
92,121,1,19,0.0188,2022_11_10_18_46_12_704257_RIM.jpg,Longitudinal Cracks,121,,"[584.0, 30.0, 461.0, 53.0]",Rectangle,"('0', '0')",2022-12-22 15:26:43,"{'Object Chainage': '0.0188', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Length': '2.943', 'Width': '0.313', 'Area': '0.92', 'Area_Percentage': '11.52', 'Remarks': ''}",41
93,122,1,19,0.7186,2022_11_10_18_48_31_125889_RIM.jpg,Alligator Cracking,122,,"[-1.0, -2.0, 1557.0, 135.0]",Rectangle,"('0', '0')",2022-12-22 15:29:39,"{'Object Chainage': '0.7186', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.797', 'Area': '7.92', 'Area_Percentage': '99.13', 'Remarks': ''}",39
94,123,1,19,0.7077,2022_11_10_18_48_29_246917_RIM.jpg,Alligator Cracking,123,,"[446.0, 0.0, 342.0, 103.0]",Rectangle,"('0', '0')",2022-12-22 15:30:19,"{'Object Chainage': '0.7077', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.608', 'Area': '1.33', 'Area_Percentage': '16.61', 'Remarks': ''}",39
95,124,1,19,0.7105,2022_11_10_18_48_29_246917_RIM.jpg,Alligator Cracking,124,,"[930.0, -2.0, 351.0, 97.0]",Rectangle,"('0', '0')",2022-12-22 15:30:27,"{'Object Chainage': '0.7105', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.572', 'Area': '1.28', 'Area_Percentage': '16.06', 'Remarks': ''}",39
96,125,1,19,0.7287,2022_11_10_18_48_33_020819_RIM.jpg,Alligator Cracking,125,,"[26.0, 4.0, 1537.0, 117.0]",Rectangle,"('0', '0')",2022-12-22 15:30:40,"{'Object Chainage': '0.7287', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.691', 'Area': '6.78', 'Area_Percentage': '84.81', 'Remarks': ''}",39
97,126,1,19,0.7401,2022_11_10_18_48_34_931706_RIM.jpg,Alligator Cracking,126,,"[922.0, 0.0, 236.0, 116.0]",Rectangle,"('0', '0')",2022-12-22 15:31:24,"{'Object Chainage': '0.7401', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.685', 'Area': '1.03', 'Area_Percentage': '12.91', 'Remarks': ''}",39
98,127,1,19,0.7359,2022_11_10_18_48_34_931706_RIM.jpg,ravelling,127,,"[151.0, 0.0, 324.0, 105.0]",Rectangle,"('0', '0')",2022-12-22 15:31:35,"{'Object Chainage': '0.7359', 'Object Geo_Location': '0 , 0', 'Width': '0.62', 'Area': '1.28', 'Area_Percentage': '16.04', 'Severity Level': 'Low (Some loss of fines)', 'Remarks': ''}",70
99,128,1,19,0.7605,2022_11_10_18_48_38_756472_RIM.jpg,Alligator Cracking,128,,"[981.0, -2.0, 222.0, 135.0]",Rectangle,"('0', '0')",2022-12-22 15:31:42,"{'Object Chainage': '0.7605', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.797', 'Area': '1.13', 'Area_Percentage': '14.13', 'Remarks': ''}",39
100,129,1,19,0.7914,2022_11_10_18_48_44_285678_RIM.jpg,Pothole,129,,"[1174.0, 0.0, 144.0, 63.0]",Rectangle,"('0', '0')",2022-12-22 15:32:05,"{'Object Chainage': '0.7914', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Small (25mm deep & 200mm wide)', 'Width': '0.372', 'Area': '0.34', 'Area_Percentage': '4.28', 'Count': '', 'Remarks': ''}",44
101,130,1,19,0.8165,2022_11_10_18_48_50_124057_RIM.jpg,Pothole,130,,"[301.0, 0.0, 225.0, 124.0]",Rectangle,"('0', '0')",2022-12-22 15:32:21,"{'Object Chainage': '0.8165', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Small (25mm deep & 200mm wide)', 'Width': '0.732', 'Area': '1.05', 'Area_Percentage': '13.16', 'Count': '', 'Remarks': ''}",44
102,131,1,19,0.815,2022_11_10_18_48_50_124057_RIM.jpg,Alligator Cracking,131,,"[26.0, 1.0, 266.0, 105.0]",Rectangle,"('0', '0')",2022-12-22 15:32:27,"{'Object Chainage': '0.815', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.62', 'Area': '1.05', 'Area_Percentage': '13.17', 'Remarks': ''}",39
103,132,1,19,0.8273,2022_11_10_18_48_52_165594_RIM.jpg,Alligator Cracking,132,,"[-2.0, 0.0, 1116.0, 121.0]",Rectangle,"('0', '0')",2022-12-22 15:33:16,"{'Object Chainage': '0.8273', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.714', 'Area': '5.09', 'Area_Percentage': '63.68', 'Remarks': ''}",39
104,133,1,19,0.8371,2022_11_10_18_48_54_199153_RIM.jpg,Alligator Cracking,133,,"[-2.0, -1.0, 1046.0, 134.0]",Rectangle,"('0', '0')",2022-12-22 15:33:26,"{'Object Chainage': '0.8371', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.791', 'Area': '5.28', 'Area_Percentage': '66.1', 'Remarks': ''}",39
105,134,1,19,0.8427,2022_11_10_18_48_54_199153_RIM.jpg,Alligator Cracking,134,,"[1373.0, 0.0, 190.0, 133.0]",Rectangle,"('0', '0')",2022-12-22 15:33:33,"{'Object Chainage': '0.8427', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.785', 'Area': '0.95', 'Area_Percentage': '11.92', 'Remarks': ''}",39
106,135,1,19,0.8521,2022_11_10_18_48_56_203790_RIM.jpg,Alligator Cracking,135,,"[1182.0, 10.0, 381.0, 123.0]",Rectangle,"('0', '0')",2022-12-22 15:33:40,"{'Object Chainage': '0.8521', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.726', 'Area': '1.77', 'Area_Percentage': '22.1', 'Remarks': ''}",39
107,136,1,19,0.8569,2022_11_10_18_48_58_202442_RIM.jpg,Alligator Cracking,136,,"[-2.0, 1.0, 970.0, 132.0]",Rectangle,"('0', '0')",2022-12-22 15:33:50,"{'Object Chainage': '0.8569', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.779', 'Area': '4.82', 'Area_Percentage': '60.38', 'Remarks': ''}",39
108,137,1,19,0.8623,2022_11_10_18_48_58_202442_RIM.jpg,Alligator Cracking,137,,"[1239.0, 4.0, 324.0, 129.0]",Rectangle,"('0', '0')",2022-12-22 15:33:55,"{'Object Chainage': '0.8623', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.761', 'Area': '1.57', 'Area_Percentage': '19.71', 'Remarks': ''}",39
109,138,1,19,0.8683,2022_11_10_18_49_00_266918_RIM.jpg,Alligator Cracking,138,,"[0.0, 4.0, 1447.0, 107.0]",Rectangle,"('0', '0')",2022-12-22 15:34:07,"{'Object Chainage': '0.8683', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.632', 'Area': '5.83', 'Area_Percentage': '73.02', 'Remarks': ''}",39
110,139,1,19,0.8805,2022_11_10_18_49_02_312445_RIM.jpg,Pothole,139,,"[890.0, -2.0, 409.0, 107.0]",Rectangle,"('0', '0')",2022-12-22 15:34:17,"{'Object Chainage': '0.8805', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Small (25mm deep & 200mm wide)', 'Width': '0.632', 'Area': '1.65', 'Area_Percentage': '20.64', 'Count': '', 'Remarks': ''}",44
111,140,1,19,0.8766,2022_11_10_18_49_02_312445_RIM.jpg,Alligator Cracking,140,,"[-2.0, -2.0, 866.0, 95.0]",Rectangle,"('0', '0')",2022-12-22 15:34:24,"{'Object Chainage': '0.8766', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.561', 'Area': '3.1', 'Area_Percentage': '38.8', 'Remarks': ''}",39
112,141,1,19,0.8825,2022_11_10_18_49_02_312445_RIM.jpg,Alligator Cracking,141,,"[1313.0, 5.0, 250.0, 97.0]",Rectangle,"('0', '0')",2022-12-22 15:34:29,"{'Object Chainage': '0.8825', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.572', 'Area': '0.91', 'Area_Percentage': '11.44', 'Remarks': ''}",39
113,142,1,19,0.0291,2022_11_10_18_46_16_073242_RIM.jpg,Alligator Cracking,142,,"[693.0, 22.0, 337.0, 56.0]",Rectangle,"('0', '0')",2022-12-22 15:35:31,"{'Object Chainage': '0.0291', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.331', 'Area': '0.71', 'Area_Percentage': '8.9', 'Remarks': ''}",39
114,143,1,19,0.1304,2022_11_10_18_46_39_891513_RIM.jpg,Data Loss,143,,"[724.0, -2.0, 729.0, 18.0]",Rectangle,"('0', '0')",2022-12-22 15:36:01,"{'Object Chainage': '0.1304', 'Object Geo_Location': '0 , 0', 'Area': '0.49', 'Area_Percentage': '6.19', 'Condition': 'data loss', 'Remarks': ''}",71
115,144,1,19,0.2473,2022_11_10_18_47_01_939520_RIM.jpg,Longitudinal Cracks,144,,"[422.0, 47.0, 271.0, 66.0]",Rectangle,"('0', '0')",2022-12-22 15:36:30,"{'Object Chainage': '0.2473', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Length': '1.73', 'Width': '0.39', 'Area': '0.67', 'Area_Percentage': '8.43', 'Remarks': ''}",41
116,145,1,19,0.3147,2022_11_10_18_47_14_664473_RIM.jpg,Transverse Cracks,145,,"[60.0, -2.0, 102.0, 135.0]",Rectangle,"('0', '0')",2022-12-22 15:36:52,"{'Object Chainage': '0.3147', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Length': '0.797', 'Width': '0.651', 'Area': '0.52', 'Area_Percentage': '6.49', 'Remarks': ''}",42
117,146,1,19,0.352,2022_11_10_18_47_20_337295_RIM.jpg,Alligator Cracking,146,,"[1130.0, 2.0, 433.0, 129.0]",Rectangle,"('0', '0')",2022-12-22 15:39:15,"{'Object Chainage': '0.352', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.761', 'Area': '2.1', 'Area_Percentage': '26.34', 'Remarks': ''}",39
118,147,1,19,0.8917,2022_11_10_18_49_04_277188_RIM.jpg,Alligator Cracking,147,,"[1055.0, -2.0, 499.0, 125.0]",Rectangle,"('0', '0')",2022-12-22 15:41:16,"{'Object Chainage': '0.8917', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.738', 'Area': '2.35', 'Area_Percentage': '29.42', 'Remarks': ''}",39
119,148,1,19,0.8874,2022_11_10_18_49_04_277188_RIM.jpg,Alligator Cracking,148,,"[104.0, 3.0, 934.0, 55.0]",Rectangle,"('0', '0')",2022-12-22 15:41:42,"{'Object Chainage': '0.8874', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.325', 'Area': '1.94', 'Area_Percentage': '24.23', 'Remarks': ''}",39
120,149,1,19,0.8969,2022_11_10_18_49_06_197051_RIM.jpg,Alligator Cracking,149,,"[0.0, 5.0, 982.0, 123.0]",Rectangle,"('0', '0')",2022-12-22 15:42:02,"{'Object Chainage': '0.8969', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.726', 'Area': '4.55', 'Area_Percentage': '56.96', 'Remarks': ''}",39
121,150,1,19,0.9023,2022_11_10_18_49_06_197051_RIM.jpg,Alligator Cracking,150,,"[1239.0, 2.0, 319.0, 78.0]",Rectangle,"('0', '0')",2022-12-22 15:42:13,"{'Object Chainage': '0.9023', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.46', 'Area': '0.94', 'Area_Percentage': '11.73', 'Remarks': ''}",39
122,151,1,19,0.9106,2022_11_10_18_49_08_107938_RIM.jpg,Alligator Cracking,151,,"[682.0, 2.0, 881.0, 129.0]",Rectangle,"('0', '0')",2022-12-22 15:42:36,"{'Object Chainage': '0.9106', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.761', 'Area': '4.28', 'Area_Percentage': '53.6', 'Remarks': ''}",39
123,152,1,19,0.9054,2022_11_10_18_49_08_107938_RIM.jpg,Alligator Cracking,152,,"[150.0, 29.0, 161.0, 82.0]",Rectangle,"('0', '0')",2022-12-22 15:42:50,"{'Object Chainage': '0.9054', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.484', 'Area': '0.5', 'Area_Percentage': '6.23', 'Remarks': ''}",39
124,153,1,19,0.9156,2022_11_10_18_49_10_012841_RIM.jpg,Alligator Cracking,153,,"[-1.0, 9.0, 540.0, 93.0]",Rectangle,"('0', '0')",2022-12-22 15:43:04,"{'Object Chainage': '0.9156', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.549', 'Area': '1.89', 'Area_Percentage': '23.68', 'Remarks': ''}",39
125,154,1,19,0.921,2022_11_10_18_49_10_012841_RIM.jpg,Alligator Cracking,154,,"[797.0, -1.0, 766.0, 110.0]",Rectangle,"('0', '0')",2022-12-22 15:43:15,"{'Object Chainage': '0.921', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.649', 'Area': '3.17', 'Area_Percentage': '39.74', 'Remarks': ''}",39
126,155,1,19,0.9267,2022_11_10_18_49_11_948662_RIM.jpg,Alligator Cracking,155,,"[5.0, 3.0, 885.0, 123.0]",Rectangle,"('0', '0')",2022-12-22 15:43:55,"{'Object Chainage': '0.9267', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.726', 'Area': '4.1', 'Area_Percentage': '51.33', 'Remarks': ''}",39
127,156,1,19,0.9313,2022_11_10_18_49_11_948662_RIM.jpg,Alligator Cracking,156,,"[895.0, -1.0, 665.0, 87.0]",Rectangle,"('0', '0')",2022-12-22 15:44:08,"{'Object Chainage': '0.9313', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.513', 'Area': '2.18', 'Area_Percentage': '27.28', 'Remarks': ''}",39
128,157,1,19,0.936,2022_11_10_18_49_13_925373_RIM.jpg,Alligator Cracking,157,,"[8.0, 1.0, 655.0, 130.0]",Rectangle,"('0', '0')",2022-12-22 15:44:22,"{'Object Chainage': '0.936', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.767', 'Area': '3.21', 'Area_Percentage': '40.16', 'Remarks': ''}",39
129,158,1,19,0.9418,2022_11_10_18_49_13_925373_RIM.jpg,Alligator Cracking,158,,"[1096.0, 35.0, 458.0, 75.0]",Rectangle,"('0', '0')",2022-12-22 15:44:47,"{'Object Chainage': '0.9418', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.443', 'Area': '1.29', 'Area_Percentage': '16.2', 'Remarks': ''}",39
130,159,1,19,0.9479,2022_11_10_18_49_15_892111_RIM.jpg,Alligator Cracking,159,,"[222.0, 0.0, 872.0, 126.0]",Rectangle,"('0', '0')",2022-12-22 15:45:26,"{'Object Chainage': '0.9479', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.744', 'Area': '4.14', 'Area_Percentage': '51.81', 'Remarks': ''}",39
131,160,1,19,0.9446,2022_11_10_18_49_15_892111_RIM.jpg,Alligator Cracking,160,,"[-2.0, 0.0, 217.0, 85.0]",Rectangle,"('0', '0')",2022-12-22 15:45:37,"{'Object Chainage': '0.9446', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.502', 'Area': '0.69', 'Area_Percentage': '8.7', 'Remarks': ''}",39
132,161,1,19,0.952,2022_11_10_18_49_15_892111_RIM.jpg,Alligator Cracking,161,,"[1154.0, 30.0, 394.0, 71.0]",Rectangle,"('0', '0')",2022-12-22 15:45:54,"{'Object Chainage': '0.952', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.419', 'Area': '1.05', 'Area_Percentage': '13.19', 'Remarks': ''}",39
133,162,1,19,0.9573,2022_11_10_18_49_17_805990_RIM.jpg,Alligator Cracking,162,,"[9.0, 3.0, 1085.0, 130.0]",Rectangle,"('0', '0')",2022-12-22 15:46:19,"{'Object Chainage': '0.9573', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.767', 'Area': '5.31', 'Area_Percentage': '66.52', 'Remarks': ''}",39
134,163,1,19,0.9619,2022_11_10_18_49_17_805990_RIM.jpg,Alligator Cracking,163,,"[1115.0, 5.0, 448.0, 82.0]",Rectangle,"('0', '0')",2022-12-22 15:46:36,"{'Object Chainage': '0.9619', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.484', 'Area': '1.38', 'Area_Percentage': '17.32', 'Remarks': ''}",39
135,164,1,19,0.969,2022_11_10_18_49_19_690946_RIM.jpg,Alligator Cracking,164,,"[518.0, 6.0, 648.0, 127.0]",Rectangle,"('0', '0')",2022-12-22 15:47:00,"{'Object Chainage': '0.969', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.75', 'Area': '3.1', 'Area_Percentage': '38.81', 'Remarks': ''}",39
136,165,1,19,1.0156,2022_11_10_18_49_29_441856_RIM.jpg,Alligator Cracking,165,,"[2.0, -2.0, 542.0, 135.0]",Rectangle,"('0', '0')",2022-12-22 15:47:29,"{'Object Chainage': '1.0156', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.797', 'Area': '2.76', 'Area_Percentage': '34.51', 'Remarks': ''}",39
137,166,1,19,1.0216,2022_11_10_18_49_29_441856_RIM.jpg,Alligator Cracking,166,,"[1025.0, 57.0, 538.0, 70.0]",Rectangle,"('0', '0')",2022-12-22 15:47:42,"{'Object Chainage': '1.0216', 'Object Geo_Location': '0 , 0', 'Severity Level': 'Low (1-3 mm)', 'Width': '0.413', 'Area': '1.42', 'Area_Percentage': '17.76', 'Remarks': ''}",39
